State,Season,Year Month,Age Category,Sex,Race,Monthly Rate,Rate Type
NY,2020-21,202105.0,All,All,"AI/AN, non-Hispanic",18.3,Observed
NY,2020-21,202010.0,All,All,"AI/AN, non-Hispanic",0,Observed
NY,2020-21,202101.0,All,All,"AI/AN, non-Hispanic",91.4,Observed
NY,2020-21,202102.0,All,All,"AI/AN, non-Hispanic",18.3,Observed
NY,2020-21,202104.0,All,All,"AI/AN, non-Hispanic",36.6,Observed
NY,2020-21,202107.0,All,All,"AI/AN, non-Hispanic",0,Observed
NY,2020-21,202103.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",454.5,Observed
NY,2020-21,202012.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",681.8,Observed
NY,2020-21,202106.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",113.6,Observed
NY,2020-21,202011.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",227.3,Observed
NY,2020-21,202108.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",227.3,Observed
NY,2020-21,202105.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",113.6,Observed
NY,2020-21,202010.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",0,Observed
NY,2020-21,202101.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",568.2,Observed
NY,2020-21,202102.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",113.6,Observed
NY,2020-21,202104.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",227.3,Observed
NY,2020-21,202107.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",0,Observed
MD,2020-21,202103.0,0-17 years (Children),All,"A/PI, non-Hispanic",2.3,Observed
MD,2020-21,202012.0,0-17 years (Children),All,"A/PI, non-Hispanic",0,Observed
MD,2020-21,202106.0,0-17 years (Children),All,"A/PI, non-Hispanic",0,Observed
MD,2020-21,202011.0,0-17 years (Children),All,"A/PI, non-Hispanic",4.6,Observed
MD,2020-21,202108.0,0-17 years (Children),All,"A/PI, non-Hispanic",2.3,Observed
MD,2020-21,202105.0,0-17 years (Children),All,"A/PI, non-Hispanic",1.2,Observed
MD,2020-21,202010.0,0-17 years (Children),All,"A/PI, non-Hispanic",1.2,Observed
MD,2020-21,202101.0,0-17 years (Children),All,"A/PI, non-Hispanic",4.6,Observed
MD,2020-21,202102.0,0-17 years (Children),All,"A/PI, non-Hispanic",0,Observed
MD,2020-21,202104.0,0-17 years (Children),All,"A/PI, non-Hispanic",1.2,Observed
MD,2020-21,202107.0,0-17 years (Children),All,"A/PI, non-Hispanic",1.2,Observed
CA,2020-21,202103.0,0-17 years (Children),All,"A/PI, non-Hispanic",0,Observed
CA,2020-21,202012.0,0-17 years (Children),All,"A/PI, non-Hispanic",0.5,Observed
CA,2020-21,202106.0,0-17 years (Children),All,"A/PI, non-Hispanic",0.5,Observed
CA,2020-21,202011.0,0-17 years (Children),All,"A/PI, non-Hispanic",1.1,Observed
CA,2020-21,202108.0,0-17 years (Children),All,"A/PI, non-Hispanic",0.5,Observed
CA,2020-21,202105.0,0-17 years (Children),All,"A/PI, non-Hispanic",0.5,Observed
CA,2020-21,202010.0,0-17 years (Children),All,"A/PI, non-Hispanic",0.5,Observed
CA,2020-21,202101.0,0-17 years (Children),All,"A/PI, non-Hispanic",1.6,Observed
CA,2020-21,202102.0,0-17 years (Children),All,"A/PI, non-Hispanic",2.7,Observed
CA,2020-21,202104.0,0-17 years (Children),All,"A/PI, non-Hispanic",0,Observed
CA,2020-21,202107.0,0-17 years (Children),All,"A/PI, non-Hispanic",0.5,Observed
OH,2020-21,202103.0,≥18 years (Adults),All,"A/PI, non-Hispanic",18.6,Observed
OH,2020-21,202012.0,≥18 years (Adults),All,"A/PI, non-Hispanic",89.2,Observed
OH,2020-21,202106.0,≥18 years (Adults),All,"A/PI, non-Hispanic",3.7,Observed
OH,2020-21,202011.0,≥18 years (Adults),All,"A/PI, non-Hispanic",89.2,Observed
OH,2020-21,202108.0,≥18 years (Adults),All,"A/PI, non-Hispanic",22.3,Observed
OH,2020-21,202105.0,≥18 years (Adults),All,"A/PI, non-Hispanic",7.4,Observed
OH,2020-21,202010.0,≥18 years (Adults),All,"A/PI, non-Hispanic",74.3,Observed
OH,2020-21,202101.0,≥18 years (Adults),All,"A/PI, non-Hispanic",33.5,Observed
OH,2020-21,202102.0,≥18 years (Adults),All,"A/PI, non-Hispanic",11.2,Observed
OH,2020-21,202104.0,≥18 years (Adults),All,"A/PI, non-Hispanic",14.9,Observed
OH,2020-21,202107.0,≥18 years (Adults),All,"A/PI, non-Hispanic",14.9,Observed
OH,2020-21,202103.0,≥18 years (Adults),Female,All,28.7,Observed
OH,2020-21,202012.0,≥18 years (Adults),Female,All,148.7,Observed
OH,2020-21,202106.0,≥18 years (Adults),Female,All,13.5,Observed
OH,2020-21,202011.0,≥18 years (Adults),Female,All,174.5,Observed
OH,2020-21,202108.0,≥18 years (Adults),Female,All,68.8,Observed
OH,2020-21,202105.0,≥18 years (Adults),Female,All,31.9,Observed
OH,2020-21,202010.0,≥18 years (Adults),Female,All,133.9,Observed
OH,2020-21,202101.0,≥18 years (Adults),Female,All,90.1,Observed
OH,2020-21,202102.0,≥18 years (Adults),Female,All,38.1,Observed
OH,2020-21,202104.0,≥18 years (Adults),Female,All,39.3,Observed
OH,2020-21,202107.0,≥18 years (Adults),Female,All,22.5,Observed
OR,2020-21,202103.0,12-17 years,All,All,1.6,Observed
OR,2020-21,202012.0,12-17 years,All,All,7,Observed
OR,2020-21,202106.0,12-17 years,All,All,3.1,Observed
OR,2020-21,202011.0,12-17 years,All,All,5.5,Observed
OR,2020-21,202108.0,12-17 years,All,All,3.9,Observed
OR,2020-21,202105.0,12-17 years,All,All,5.5,Observed
OR,2020-21,202010.0,12-17 years,All,All,3.1,Observed
OR,2020-21,202101.0,12-17 years,All,All,5.5,Observed
OR,2020-21,202102.0,12-17 years,All,All,3.1,Observed
OR,2020-21,202104.0,12-17 years,All,All,3.9,Observed
OR,2020-21,202107.0,12-17 years,All,All,0.8,Observed
NY,2020-21,202103.0,5-11 years,All,All,3.6,Observed
NY,2020-21,202012.0,5-11 years,All,All,4.8,Observed
NY,2020-21,202106.0,5-11 years,All,All,2.4,Observed
NY,2020-21,202011.0,5-11 years,All,All,0,Observed
NY,2020-21,202108.0,5-11 years,All,All,3,Observed
NY,2020-21,202105.0,5-11 years,All,All,4.2,Observed
NY,2020-21,202010.0,5-11 years,All,All,0,Observed
NY,2020-21,202101.0,5-11 years,All,All,3.6,Observed
NY,2020-21,202102.0,5-11 years,All,All,2.4,Observed
NY,2020-21,202104.0,5-11 years,All,All,4.2,Observed
NY,2020-21,202107.0,5-11 years,All,All,3,Observed
UT,2020-21,202103.0,5-11 years,All,All,0.8,Observed
UT,2020-21,202012.0,5-11 years,All,All,0.8,Observed
UT,2020-21,202106.0,5-11 years,All,All,0.8,Observed
UT,2020-21,202011.0,5-11 years,All,All,4.2,Observed
UT,2020-21,202108.0,5-11 years,All,All,1.7,Observed
UT,2020-21,202105.0,5-11 years,All,All,0,Observed
UT,2020-21,202010.0,5-11 years,All,All,1.7,Observed
UT,2020-21,202101.0,5-11 years,All,All,1.7,Observed
UT,2020-21,202102.0,5-11 years,All,All,3.3,Observed
UT,2020-21,202104.0,5-11 years,All,All,0,Observed
UT,2020-21,202107.0,5-11 years,All,All,2.5,Observed
TN,2020-21,202103.0,5-11 years,All,All,1.3,Observed
TN,2020-21,202012.0,5-11 years,All,All,3.2,Observed
TN,2020-21,202106.0,5-11 years,All,All,0,Observed
TN,2020-21,202011.0,5-11 years,All,All,0.6,Observed
TN,2020-21,202108.0,5-11 years,All,All,7,Observed
TN,2020-21,202105.0,5-11 years,All,All,0.6,Observed
TN,2020-21,202010.0,5-11 years,All,All,0.6,Observed
TN,2020-21,202101.0,5-11 years,All,All,3.2,Observed
TN,2020-21,202102.0,5-11 years,All,All,1.3,Observed
TN,2020-21,202104.0,5-11 years,All,All,1.3,Observed
TN,2020-21,202107.0,5-11 years,All,All,0.6,Observed
TN,2020-21,202103.0,1-<2 years,All,All,4.5,Observed
TN,2020-21,202012.0,1-<2 years,All,All,0,Observed
TN,2020-21,202106.0,1-<2 years,All,All,0,Observed
TN,2020-21,202011.0,1-<2 years,All,All,0,Observed
TN,2020-21,202108.0,1-<2 years,All,All,27.1,Observed
TN,2020-21,202105.0,1-<2 years,All,All,0,Observed
TN,2020-21,202010.0,1-<2 years,All,All,4.5,Observed
TN,2020-21,202101.0,1-<2 years,All,All,9,Observed
TN,2020-21,202102.0,1-<2 years,All,All,9,Observed
TN,2020-21,202104.0,1-<2 years,All,All,0,Observed
TN,2020-21,202107.0,1-<2 years,All,All,0,Observed
OH,2020-21,202103.0,40-49 years,All,All,5.9,Observed
OH,2020-21,202012.0,40-49 years,All,All,17.7,Observed
OH,2020-21,202106.0,40-49 years,All,All,3.3,Observed
OH,2020-21,202011.0,40-49 years,All,All,18.4,Observed
OH,2020-21,202108.0,40-49 years,All,All,15.8,Observed
OH,2020-21,202105.0,40-49 years,All,All,6.6,Observed
OH,2020-21,202010.0,40-49 years,All,All,21.7,Observed
OH,2020-21,202101.0,40-49 years,All,All,7.7,Observed
OH,2020-21,202102.0,40-49 years,All,All,4,Observed
OH,2020-21,202104.0,40-49 years,All,All,9.2,Observed
OH,2020-21,202107.0,40-49 years,All,All,3.3,Observed
UT,2020-21,202103.0,2-4 years,All,All,2,Observed
UT,2020-21,202012.0,2-4 years,All,All,2,Observed
UT,2020-21,202106.0,2-4 years,All,All,0,Observed
UT,2020-21,202011.0,2-4 years,All,All,0,Observed
UT,2020-21,202108.0,2-4 years,All,All,2,Observed
UT,2020-21,202105.0,2-4 years,All,All,0,Observed
UT,2020-21,202010.0,2-4 years,All,All,2,Observed
UT,2020-21,202101.0,2-4 years,All,All,4.1,Observed
UT,2020-21,202102.0,2-4 years,All,All,0,Observed
UT,2020-21,202104.0,2-4 years,All,All,4.1,Observed
UT,2020-21,202107.0,2-4 years,All,All,4.1,Observed
MN,2020-21,202103.0,0-17 years (Children),All,"AI/AN, non-Hispanic",0,Observed
MN,2020-21,202012.0,0-17 years (Children),All,"AI/AN, non-Hispanic",23,Observed
MN,2020-21,202106.0,0-17 years (Children),All,"AI/AN, non-Hispanic",0,Observed
MN,2020-21,202011.0,0-17 years (Children),All,"AI/AN, non-Hispanic",45.9,Observed
MN,2020-21,202108.0,0-17 years (Children),All,"AI/AN, non-Hispanic",23,Observed
MN,2020-21,202105.0,0-17 years (Children),All,"AI/AN, non-Hispanic",68.9,Observed
MN,2020-21,202010.0,0-17 years (Children),All,"AI/AN, non-Hispanic",23,Observed
MN,2020-21,202101.0,0-17 years (Children),All,"AI/AN, non-Hispanic",0,Observed
MN,2020-21,202102.0,0-17 years (Children),All,"AI/AN, non-Hispanic",0,Observed
MN,2020-21,202104.0,0-17 years (Children),All,"AI/AN, non-Hispanic",0,Observed
MN,2020-21,202107.0,0-17 years (Children),All,"AI/AN, non-Hispanic",23,Observed
MI,2020-21,202103.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",120.8,Observed
MI,2020-21,202012.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",724.6,Observed
MI,2020-21,202106.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",0,Observed
MI,2020-21,202011.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",0,Observed
MI,2020-21,202108.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",0,Observed
MI,2020-21,202105.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",120.8,Observed
MI,2020-21,202010.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",0,Observed
MI,2020-21,202101.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",120.8,Observed
MI,2020-21,202102.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",0,Observed
MI,2020-21,202104.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",966.2,Observed
MI,2020-21,202107.0,≥18 years (Adults),All,"AI/AN, non-Hispanic",120.8,Observed
CT,2020-21,202103.0,0-17 years (Children),All,"White, non-Hispanic",1,Observed
CT,2020-21,202012.0,0-17 years (Children),All,"White, non-Hispanic",1,Observed
CT,2020-21,202106.0,0-17 years (Children),All,"White, non-Hispanic",1,Observed
CT,2020-21,202011.0,0-17 years (Children),All,"White, non-Hispanic",3.1,Observed
CT,2020-21,202108.0,0-17 years (Children),All,"White, non-Hispanic",1,Observed
CT,2020-21,202105.0,0-17 years (Children),All,"White, non-Hispanic",3.1,Observed
CT,2020-21,202010.0,0-17 years (Children),All,"White, non-Hispanic",0,Observed
CT,2020-21,202101.0,0-17 years (Children),All,"White, non-Hispanic",1,Observed
CT,2020-21,202102.0,0-17 years (Children),All,"White, non-Hispanic",2.1,Observed
CT,2020-21,202104.0,0-17 years (Children),All,"White, non-Hispanic",3.1,Observed
CT,2020-21,202107.0,0-17 years (Children),All,"White, non-Hispanic",1,Observed
GA,2023-24,202404.0,6mo-<12 months,All,All,12,Observed
GA,2023-24,202402.0,6mo-<12 months,All,All,48.2,Observed
GA,2023-24,202401.0,6mo-<12 months,All,All,44.2,Observed
GA,2023-24,202311.0,6mo-<12 months,All,All,20.1,Observed
GA,2023-24,202310.0,6mo-<12 months,All,All,20.1,Observed
GA,2023-24,202403.0,6mo-<12 months,All,All,28.1,Observed
GA,2023-24,202409.0,6mo-<12 months,All,All,12,Observed
GA,2023-24,202408.0,6mo-<12 months,All,All,56.2,Observed
GA,2023-24,202405.0,6mo-<12 months,All,All,0,Observed
GA,2023-24,202406.0,6mo-<12 months,All,All,16.1,Observed
GA,2023-24,202407.0,6mo-<12 months,All,All,16.1,Observed
GA,2023-24,202312.0,6mo-<12 months,All,All,20.1,Observed
NY,2023-24,202404.0,6mo-<12 months,All,All,9.3,Observed
NY,2023-24,202402.0,6mo-<12 months,All,All,46.7,Observed
NY,2023-24,202401.0,6mo-<12 months,All,All,56.1,Observed
NY,2023-24,202311.0,6mo-<12 months,All,All,18.7,Observed
NY,2023-24,202310.0,6mo-<12 months,All,All,9.3,Observed
NY,2023-24,202403.0,6mo-<12 months,All,All,0,Observed
NY,2023-24,202409.0,6mo-<12 months,All,All,9.3,Observed
NY,2023-24,202408.0,6mo-<12 months,All,All,37.4,Observed
NY,2023-24,202405.0,6mo-<12 months,All,All,9.3,Observed
NY,2023-24,202406.0,6mo-<12 months,All,All,18.7,Observed
NY,2023-24,202407.0,6mo-<12 months,All,All,28,Observed
NY,2023-24,202312.0,6mo-<12 months,All,All,65.4,Observed
CT,2023-24,202404.0,0-17 years (Children),All,All,0.4,Observed
CT,2023-24,202402.0,0-17 years (Children),All,All,2.6,Observed
CT,2023-24,202401.0,0-17 years (Children),All,All,9.5,Observed
CT,2023-24,202311.0,0-17 years (Children),All,All,3,Observed
CT,2023-24,202310.0,0-17 years (Children),All,All,3.5,Observed
CT,2023-24,202403.0,0-17 years (Children),All,All,0.9,Observed
CT,2023-24,202409.0,0-17 years (Children),All,All,2.6,Observed
CT,2023-24,202408.0,0-17 years (Children),All,All,3,Observed
CT,2023-24,202405.0,0-17 years (Children),All,All,0.4,Observed
CT,2023-24,202406.0,0-17 years (Children),All,All,0.4,Observed
CT,2023-24,202407.0,0-17 years (Children),All,All,3,Observed
CT,2023-24,202312.0,0-17 years (Children),All,All,5.2,Observed
NM,2023-24,202404.0,1-4 years,All,All,0,Observed
NM,2023-24,202402.0,1-4 years,All,All,13.8,Observed
NM,2023-24,202401.0,1-4 years,All,All,13.8,Observed
NM,2023-24,202311.0,1-4 years,All,All,23.7,Observed
NM,2023-24,202310.0,1-4 years,All,All,19.8,Observed
NM,2023-24,202403.0,1-4 years,All,All,7.9,Observed
NM,2023-24,202409.0,1-4 years,All,All,2,Observed
NM,2023-24,202408.0,1-4 years,All,All,7.9,Observed
NM,2023-24,202405.0,1-4 years,All,All,2,Observed
NM,2023-24,202406.0,1-4 years,All,All,2,Observed
NM,2023-24,202407.0,1-4 years,All,All,11.9,Observed
NM,2023-24,202312.0,1-4 years,All,All,21.7,Observed
NY,2023-24,202404.0,5-17 years,All,All,0.3,Observed
NY,2023-24,202402.0,5-17 years,All,All,2.2,Observed
NY,2023-24,202401.0,5-17 years,All,All,5,Observed
NY,2023-24,202311.0,5-17 years,All,All,0.9,Observed
NY,2023-24,202310.0,5-17 years,All,All,0.6,Observed
NY,2023-24,202403.0,5-17 years,All,All,0.9,Observed
NY,2023-24,202409.0,5-17 years,All,All,1.6,Observed
NY,2023-24,202408.0,5-17 years,All,All,1.9,Observed
NY,2023-24,202405.0,5-17 years,All,All,0.3,Observed
NY,2023-24,202406.0,5-17 years,All,All,0.3,Observed
NY,2023-24,202407.0,5-17 years,All,All,1.9,Observed
NY,2023-24,202312.0,5-17 years,All,All,1.6,Observed
OR,2023-24,202404.0,All,All,"AI/AN, non-Hispanic",18.2,Observed
OR,2023-24,202402.0,All,All,"AI/AN, non-Hispanic",0,Observed
OR,2023-24,202401.0,All,All,"AI/AN, non-Hispanic",18.2,Observed
OR,2023-24,202311.0,All,All,"AI/AN, non-Hispanic",9.1,Observed
OR,2023-24,202310.0,All,All,"AI/AN, non-Hispanic",45.4,Observed
OR,2023-24,202403.0,All,All,"AI/AN, non-Hispanic",0,Observed
OR,2023-24,202409.0,All,All,"AI/AN, non-Hispanic",27.3,Observed
OR,2023-24,202408.0,All,All,"AI/AN, non-Hispanic",18.2,Observed
OR,2023-24,202405.0,All,All,"AI/AN, non-Hispanic",0,Observed
OR,2023-24,202406.0,All,All,"AI/AN, non-Hispanic",9.1,Observed
OR,2023-24,202407.0,All,All,"AI/AN, non-Hispanic",9.1,Observed
OR,2023-24,202312.0,All,All,"AI/AN, non-Hispanic",45.4,Observed
UT,2023-24,202404.0,0-17 years (Children),Female,All,4.2,Observed
UT,2023-24,202402.0,0-17 years (Children),Female,All,3.5,Observed
UT,2023-24,202401.0,0-17 years (Children),Female,All,4.9,Observed
UT,2023-24,202311.0,0-17 years (Children),Female,All,7,Observed
UT,2023-24,202310.0,0-17 years (Children),Female,All,2.1,Observed
UT,2023-24,202403.0,0-17 years (Children),Female,All,2.8,Observed
UT,2023-24,202409.0,0-17 years (Children),Female,All,3.5,Observed
UT,2023-24,202408.0,0-17 years (Children),Female,All,5.6,Observed
UT,2023-24,202405.0,0-17 years (Children),Female,All,2.8,Observed
UT,2023-24,202406.0,0-17 years (Children),Female,All,2.1,Observed
UT,2023-24,202407.0,0-17 years (Children),Female,All,2.8,Observed
UT,2023-24,202312.0,0-17 years (Children),Female,All,10.5,Observed
TN,2023-24,202404.0,0-17 years (Children),Female,All,0,Observed
TN,2023-24,202402.0,0-17 years (Children),Female,All,5.2,Observed
TN,2023-24,202401.0,0-17 years (Children),Female,All,5.7,Observed
TN,2023-24,202311.0,0-17 years (Children),Female,All,1,Observed
TN,2023-24,202310.0,0-17 years (Children),Female,All,1.4,Observed
TN,2023-24,202403.0,0-17 years (Children),Female,All,1,Observed
TN,2023-24,202409.0,0-17 years (Children),Female,All,2.4,Observed
TN,2023-24,202408.0,0-17 years (Children),Female,All,5.2,Observed
TN,2023-24,202405.0,0-17 years (Children),Female,All,0.5,Observed
TN,2023-24,202406.0,0-17 years (Children),Female,All,0.5,Observed
TN,2023-24,202407.0,0-17 years (Children),Female,All,2.4,Observed
TN,2023-24,202312.0,0-17 years (Children),Female,All,4.3,Observed
NY,2023-24,202404.0,0-17 years (Children),Female,All,1,Observed
NY,2023-24,202402.0,0-17 years (Children),Female,All,5.8,Observed
NY,2023-24,202401.0,0-17 years (Children),Female,All,6.3,Observed
NY,2023-24,202311.0,0-17 years (Children),Female,All,4.3,Observed
NY,2023-24,202310.0,0-17 years (Children),Female,All,1.9,Observed
NY,2023-24,202403.0,0-17 years (Children),Female,All,1,Observed
NY,2023-24,202409.0,0-17 years (Children),Female,All,6.3,Observed
NY,2023-24,202408.0,0-17 years (Children),Female,All,4.8,Observed
NY,2023-24,202405.0,0-17 years (Children),Female,All,0.5,Observed
NY,2023-24,202406.0,0-17 years (Children),Female,All,0.5,Observed
NY,2023-24,202407.0,0-17 years (Children),Female,All,4.3,Observed
NY,2023-24,202312.0,0-17 years (Children),Female,All,6.7,Observed
NY,2023-24,202404.0,0-17 years (Children),Male,All,0.5,Observed
NY,2023-24,202402.0,0-17 years (Children),Male,All,5.5,Observed
NY,2023-24,202401.0,0-17 years (Children),Male,All,12.4,Observed
NY,2023-24,202311.0,0-17 years (Children),Male,All,3.2,Observed
NY,2023-24,202310.0,0-17 years (Children),Male,All,1.4,Observed
NY,2023-24,202403.0,0-17 years (Children),Male,All,0.9,Observed
NY,2023-24,202409.0,0-17 years (Children),Male,All,5.5,Observed
NY,2023-24,202408.0,0-17 years (Children),Male,All,4.6,Observed
NY,2023-24,202405.0,0-17 years (Children),Male,All,0.5,Observed
NY,2023-24,202406.0,0-17 years (Children),Male,All,1.8,Observed
NY,2023-24,202407.0,0-17 years (Children),Male,All,3.7,Observed
NY,2023-24,202312.0,0-17 years (Children),Male,All,6,Observed
NM,2020-21,202103.0,0-17 years (Children),All,Hispanic,3.8,Observed
NM,2020-21,202012.0,0-17 years (Children),All,Hispanic,7.1,Observed
NM,2020-21,202106.0,0-17 years (Children),All,Hispanic,2.2,Observed
NM,2020-21,202011.0,0-17 years (Children),All,Hispanic,10.3,Observed
NM,2020-21,202108.0,0-17 years (Children),All,Hispanic,2.7,Observed
NM,2020-21,202105.0,0-17 years (Children),All,Hispanic,4.9,Observed
NM,2020-21,202010.0,0-17 years (Children),All,Hispanic,6,Observed
NM,2020-21,202101.0,0-17 years (Children),All,Hispanic,5.4,Observed
NM,2020-21,202102.0,0-17 years (Children),All,Hispanic,6,Observed
NM,2020-21,202104.0,0-17 years (Children),All,Hispanic,3.3,Observed
NM,2020-21,202107.0,0-17 years (Children),All,Hispanic,3.3,Observed
NM,2020-21,202103.0,0-17 years (Children),All,All,3.9,Observed
NM,2020-21,202012.0,0-17 years (Children),All,All,8.1,Observed
NM,2020-21,202106.0,0-17 years (Children),All,All,1.4,Observed
NM,2020-21,202011.0,0-17 years (Children),All,All,9.2,Observed
NM,2020-21,202108.0,0-17 years (Children),All,All,4.3,Observed
NM,2020-21,202105.0,0-17 years (Children),All,All,5.3,Observed
NM,2020-21,202010.0,0-17 years (Children),All,All,5.7,Observed
NM,2020-21,202101.0,0-17 years (Children),All,All,7.1,Observed
NM,2020-21,202102.0,0-17 years (Children),All,All,5.3,Observed
NM,2020-21,202104.0,0-17 years (Children),All,All,3.9,Observed
NM,2020-21,202107.0,0-17 years (Children),All,All,3.5,Observed
COVID-NET,2020-21,202103.0,5-11 years,All,All,1.7,Observed
COVID-NET,2020-21,202012.0,5-11 years,All,All,2.8,Observed
COVID-NET,2020-21,202106.0,5-11 years,All,All,1,Observed
COVID-NET,2020-21,202011.0,5-11 years,All,All,2.3,Observed
COVID-NET,2020-21,202108.0,5-11 years,All,All,3.7,Observed
COVID-NET,2020-21,202105.0,5-11 years,All,All,1.8,Observed
COVID-NET,2020-21,202010.0,5-11 years,All,All,2.1,Observed
COVID-NET,2020-21,202101.0,5-11 years,All,All,2.7,Observed
COVID-NET,2020-21,202102.0,5-11 years,All,All,2.2,Observed
COVID-NET,2020-21,202104.0,5-11 years,All,All,2.2,Observed
COVID-NET,2020-21,202107.0,5-11 years,All,All,1.4,Observed
TN,2020-21,202103.0,18-29 years,All,All,11,Observed
TN,2020-21,202012.0,18-29 years,All,All,28.3,Observed
TN,2020-21,202106.0,18-29 years,All,All,3.9,Observed
TN,2020-21,202011.0,18-29 years,All,All,21.4,Observed
TN,2020-21,202108.0,18-29 years,All,All,40,Observed
TN,2020-21,202105.0,18-29 years,All,All,7.8,Observed
TN,2020-21,202010.0,18-29 years,All,All,23.7,Observed
TN,2020-21,202101.0,18-29 years,All,All,25.3,Observed
TN,2020-21,202102.0,18-29 years,All,All,12,Observed
TN,2020-21,202104.0,18-29 years,All,All,10.1,Observed
TN,2020-21,202107.0,18-29 years,All,All,12.3,Observed
MI,2020-21,202103.0,18-29 years,All,All,14.6,Observed
MI,2020-21,202012.0,18-29 years,All,All,12.3,Observed
MI,2020-21,202106.0,18-29 years,All,All,3.8,Observed
MI,2020-21,202011.0,18-29 years,All,All,10.3,Observed
MI,2020-21,202108.0,18-29 years,All,All,11.5,Observed
MI,2020-21,202105.0,18-29 years,All,All,15.3,Observed
MI,2020-21,202010.0,18-29 years,All,All,8.8,Observed
MI,2020-21,202101.0,18-29 years,All,All,13.8,Observed
MI,2020-21,202102.0,18-29 years,All,All,6.9,Observed
MI,2020-21,202104.0,18-29 years,All,All,32.9,Observed
MI,2020-21,202107.0,18-29 years,All,All,2.7,Observed
CA,2020-21,202103.0,0-<1 year,All,All,5.2,Observed
CA,2020-21,202012.0,0-<1 year,All,All,5.2,Observed
CA,2020-21,202106.0,0-<1 year,All,All,0,Observed
CA,2020-21,202011.0,0-<1 year,All,All,5.2,Observed
CA,2020-21,202108.0,0-<1 year,All,All,18.2,Observed
CA,2020-21,202105.0,0-<1 year,All,All,5.2,Observed
CA,2020-21,202010.0,0-<1 year,All,All,2.6,Observed
CA,2020-21,202101.0,0-<1 year,All,All,7.8,Observed
CA,2020-21,202102.0,0-<1 year,All,All,10.4,Observed
CA,2020-21,202104.0,0-<1 year,All,All,2.6,Observed
CA,2020-21,202107.0,0-<1 year,All,All,18.2,Observed
CA,2020-21,202103.0,0-4 years,All,All,2.1,Observed
CA,2020-21,202012.0,0-4 years,All,All,1.5,Observed
CA,2020-21,202106.0,0-4 years,All,All,1,Observed
CA,2020-21,202011.0,0-4 years,All,All,2.1,Observed
CA,2020-21,202108.0,0-4 years,All,All,5.2,Observed
CA,2020-21,202105.0,0-4 years,All,All,2.1,Observed
CA,2020-21,202010.0,0-4 years,All,All,1.5,Observed
CA,2020-21,202101.0,0-4 years,All,All,3.1,Observed
CA,2020-21,202102.0,0-4 years,All,All,3.1,Observed
CA,2020-21,202104.0,0-4 years,All,All,1.5,Observed
CA,2020-21,202107.0,0-4 years,All,All,4.6,Observed
GA,2020-21,202103.0,0-4 years,All,All,5,Observed
GA,2020-21,202012.0,0-4 years,All,All,8.5,Observed
GA,2020-21,202106.0,0-4 years,All,All,2.7,Observed
GA,2020-21,202011.0,0-4 years,All,All,2.3,Observed
GA,2020-21,202108.0,0-4 years,All,All,17.8,Observed
GA,2020-21,202105.0,0-4 years,All,All,2.7,Observed
GA,2020-21,202010.0,0-4 years,All,All,6.6,Observed
GA,2020-21,202101.0,0-4 years,All,All,12.8,Observed
GA,2020-21,202102.0,0-4 years,All,All,4.6,Observed
GA,2020-21,202104.0,0-4 years,All,All,6.2,Observed
GA,2020-21,202107.0,0-4 years,All,All,3.9,Observed
OR,2020-21,202103.0,30-39 years,All,All,7.5,Observed
OR,2020-21,202012.0,30-39 years,All,All,20,Observed
OR,2020-21,202106.0,30-39 years,All,All,8.5,Observed
OR,2020-21,202011.0,30-39 years,All,All,22.6,Observed
OR,2020-21,202108.0,30-39 years,All,All,19.7,Observed
OR,2020-21,202105.0,30-39 years,All,All,17.4,Observed
OR,2020-21,202010.0,30-39 years,All,All,11.5,Observed
OR,2020-21,202101.0,30-39 years,All,All,19.7,Observed
OR,2020-21,202102.0,30-39 years,All,All,10.2,Observed
OR,2020-21,202104.0,30-39 years,All,All,11.5,Observed
OR,2020-21,202107.0,30-39 years,All,All,5.6,Observed
MN,2020-21,202103.0,0-17 years (Children),Male,All,3.3,Observed
MN,2020-21,202012.0,0-17 years (Children),Male,All,7.1,Observed
MN,2020-21,202106.0,0-17 years (Children),Male,All,2.4,Observed
MN,2020-21,202011.0,0-17 years (Children),Male,All,9.2,Observed
